category;criteria_txt;danger;date_inscribed;extension;http_url;id_number;image_url;iso_code;justification;latitude;location;longitude;region;revision;secondary_dates;short_description;site;states;transboundary;unique_number
Natural;(vii)(viii)(x);;1981;0;https://whc.unesco.org/fr/list/150;150;https://whc.unesco.org/uploads/sites/site_150.jpg;us;;37.1872222200;"          
          ";-86.1030555600;Europe et Amérique du nord;0;;Situé dans l'État du Kentucky, le parc national de Mammoth Cave contient le plus grand réseau de cavernes et de galeries souterraines naturelles du monde, exemples caractéristiques de formations calcaires. Le parc et son réseau souterrain de plus de 560 km abritent une flore et une faune variées, comprenant plusieurs espèces menacées.;Parc national de Mammoth Cave;États-Unis d'Amérique;0;168
Natural;(vii)(ix);;1981;0;https://whc.unesco.org/fr/list/151;151;https://whc.unesco.org/uploads/sites/site_151.jpg;us;;47.7483333300;"                      
          
            ";-123.4488889000;Europe et Amérique du nord;0;;Situé au nord-ouest de l'État de Washington, le parc national Olympique est célèbre pour la diversité de ses écosystèmes. Des pics couronnés de glaciers parsemés de grandes prairies alpines sont entourés d'une vaste forêt ancienne où se trouve le meilleur exemple de forêt pluviale tempérée intacte et protégée de tout le nord-ouest du Pacifique. Onze grands réseaux fluviaux drainent le massif, offrant le meilleur habitat aux espèces de poissons anadromes du pays. Le parc comprend également 100 km de côtes rocheuses sauvages, un record pour les États-Unis, et il compte de nombreuses espèces animales et végétales indigènes et endémiques, dont des populations essentielles menacées de chouettes tachetées du Nord, de guillemots marbrés et d'ombles à tête plate.;Parc national Olympique;États-Unis d'Amérique;0;169
Natural;(vii)(viii)(ix)(x);;1983;0;https://whc.unesco.org/fr/list/259;259;https://whc.unesco.org/uploads/sites/site_259.jpg;us;;35.5930555600;"          
          ";-83.4355555600;Europe et Amérique du nord;0;;S'étendant sur plus de 200 000 ha, ce parc d'une beauté exceptionnelle abrite plus de 3 500 espèces végétales, dont presque autant d'arbres (130 essences naturelles) que l'Europe tout entière. On y trouve aussi de nombreuses espèces animales menacées avec, probablement, la plus grande variété de salamandres au monde. Resté relativement à l'écart, il donne une idée de la flore tempérée avant l'influence de l'homme.;Parc national des Great Smoky Mountains;États-Unis d'Amérique;0;289
Cultural;(i)(vi);;1984;0;https://whc.unesco.org/fr/list/307;307;https://whc.unesco.org/uploads/sites/site_307.jpg;us;;40.6894444400;"          
          ";-74.0447222200;Europe et Amérique du nord;0;;Exécutée à Paris par le sculpteur Bartholdi avec la collaboration de Gustave Eiffel pour la charpente métallique, la statue colossale de la Liberté éclairant le monde fut offerte par la France pour le centenaire de l'indépendance des États-Unis. Inaugurée en 1886, elle a accueilli depuis lors à l'entrée du port de New York des millions d'immigrants venus peupler les États-Unis.;Statue de la Liberté;États-Unis d'Amérique;0;346
Natural;(vii)(viii);;1984;0;https://whc.unesco.org/fr/list/308;308;https://whc.unesco.org/uploads/sites/site_308.jpg;us;;37.7461111100;"          
          ";-119.5966667000;Europe et Amérique du nord;0;;Au cœur de la Californie, le parc national de Yosemite, avec ses vallées suspendues, ses cascades innombrables, ses lacs de cirque, ses dômes polis, ses moraines et ses vallées en U, permet d'observer toutes les formes d'un relief granitique façonné par les glaciations. S'étageant de 600 à 4 000 m d'altitude, il abrite en outre une flore et une faune extrêmement variées.;Parc national de Yosemite;États-Unis d'Amérique;0;347
Cultural;(iii);;1987;0;https://whc.unesco.org/fr/list/353;353;https://whc.unesco.org/uploads/sites/site_353.jpg;us;;36.0637777800;"          
          ";-107.9708333000;Europe et Amérique du nord;0;;Pendant plus de 2 000 ans, les peuples pueblo ont occupé une vaste région au sud-ouest des États-Unis. Chaco Canyon, grand foyer de la culture ancestrale pueblo entre 850 et 1250, était un centre cérémoniel, commerçant et politique de la région préhistorique des Four Corners. Chaco est remarquable par ses bâtiments publics et cérémoniels monumentaux et son architecture caractéristique qui en font un ancien centre cérémoniel unique en son genre. Outre le parc national historique de la culture chaco, le bien du patrimoine mondial comprend le Monument national des ruines aztèques et plusieurs plus petits sites chaco gérés par le Bureau pour l'aménagement du territoire.;La culture chaco;États-Unis d'Amérique;0;405
Natural;(viii);;1987;0;https://whc.unesco.org/fr/list/409;409;https://whc.unesco.org/uploads/sites/site_409.jpg;us;;19.4008333300;"          
          ";-155.1236111000;Europe et Amérique du nord;0;;Deux des volcans les plus actifs du monde, le Mauna Loa (4 170 m) et le Kilauea, y dominent l'océan Pacifique. Le paysage, qui change au gré des éruptions volcaniques et des coulées de lave, révèle de surprenantes formations géologiques. On y trouve des oiseaux rares et des espèces endémiques, ainsi que des forêts de fougères géantes.;Parc national des volcans d'Hawaï;États-Unis d'Amérique;0;472
Cultural;(iv);;1992;0;https://whc.unesco.org/fr/list/492;492;https://whc.unesco.org/uploads/sites/site_492.jpg;us;;36.4388900000;"          
          ";-105.5416700000;Europe et Amérique du nord;0;;Dans la vallée d'un petit affluent du Rio Grande, cet ensemble d'habitations et de centres cérémoniels en adobe est représentatif de la culture des Indiens Pueblo de l'Arizona et du Nouveau-Mexique.;Taos Pueblo;États-Unis d'Amérique;0;573
Natural;(vii)(viii);;1995;0;https://whc.unesco.org/fr/list/721;721;https://whc.unesco.org/uploads/sites/site_721.jpg;us;;32.1666666700;"          
          ";-104.3833333000;Europe et Amérique du nord;0;;Situé dans l'État du Nouveau-Mexique, ce paysage karstique comprend plus de 80 grottes connues, remarquables par leurs dimensions et l'abondance, la diversité et la beauté de leurs formations minérales. La grotte de Lechuguilla se distingue des autres et offre un véritable laboratoire souterrain où l'on peut étudier les processus géologiques et biologiques dans un environnement inviolé.;Parc national des grottes de Carlsbad;États-Unis d'Amérique;0;852
Mixed;(iii)(vi)(viii)(ix)(x);;2010;0;https://whc.unesco.org/fr/list/1326;1326;https://whc.unesco.org/uploads/sites/site_1326.jpg;us;;25.3490700000;"                                                                                                            
            
            
            
            
            
            
            
            
            ";-170.1458200000;Europe et Amérique du nord;0;;Papahānaumokuākea est le nom d'un vaste groupe linéaire et isolé de petites îles et atolls à faible altitude (océan autour compris) situées à près de 250 km au nord-ouest du principal archipel hawaiien et qui s'étendent sur environ 1931 km. Le site possède une signification cosmologique pour les natifs hawaiiens, en tant qu'environnement ancestral, incarnation du concept de parenté entre les hommes et le monde naturel, berceau de la vie et terre d'accueil des esprits après la mort. Sur deux des îles, Nihoa et Makumanamana, on trouve des vestiges archéologiques relatifs au peuplement et à l'occupation des sols à l'époque pré-européenne. C'est aussi une zone d'habitats pélagiques et d'eaux profondes avec des caractéristiques remarquables telles que des monts sous-marins et des bancs submergés, de vastes récifs coralliens et des lagons. Il s'agit de l'une des aires marines protégées les plus vastes du monde.;Papahānaumokuākea;États-Unis d'Amérique;0;1672
Cultural;(iii);;2014;0;https://whc.unesco.org/fr/list/1435;1435;https://whc.unesco.org/uploads/sites/site_1435.jpg;us;;32.6369444444;;-91.4063888889;Europe et Amérique du nord;0;;Poverty Point, qui doit son nom à une plantation du XIXe siècle proche du site, est situé dans la vallée inférieure du Mississippi, sur un étroit relief légèrement surélevé. Ce vaste ensemble de tertres monumentaux comprend notamment cinq monticules, six crêtes semi-elliptiques concentriques, une esplanade centrale et les vestiges d’une chaussée. Le site a été créé par une société de chasseurs-pêcheurs-cueilleurs entre 3700 et 3100 BP (datation par le carbone 14). Il s’agit d’un remarquable accomplissement dans la construction en terre en Amérique du Nord, qui n’a pas été surpassé pendant au moins 2 000 ans.;Tertres monumentaux de Poverty Point	;États-Unis d'Amérique;0;1978
Cultural;(ii);;2015;0;https://whc.unesco.org/fr/list/1466;1466;https://whc.unesco.org/uploads/sites/site_1466.jpg;us;;29.3280555556;;-98.4600000000;Europe et Amérique du nord;0;;Il s’agit d’une série de cinq ensembles d’avant-postes religieux, de part et d’autre de la rivière San Antonio, dans l’Etat du Texas, ainsi que d’un ranch situé à 37 kilomètres au sud. Le bien se compose notamment de structures architecturales et archéologiques, de terres agricoles, d’habitations, d’églises, de greniers ou encore de systèmes de distribution de l’eau. Fondé par les missionnaires franciscains au XVIIIe siècle, le bien illustre les efforts déployés par la couronne espagnole pour coloniser, évangéliser et défendre la frontière nord de la Nouvelle Espagne. Les missions de San Antonio sont également un exemple de l’imbrication des cultures espagnole et coahuiltèque, illustrés entre autre par les éléments décoratifs des églises qui associent les symboles catholiques avec l’esthétique naturaliste autochtone.;Missions de San Antonio;États-Unis d'Amérique;0;2027
Cultural;(i)(iv)(vi);;1987;0;https://whc.unesco.org/fr/list/442;442;https://whc.unesco.org/uploads/sites/site_442.jpg;us;;38.0327777800;"          
          ";-78.5038888900;Europe et Amérique du nord;0;;Thomas Jefferson (1743-1826), auteur de la Déclaration d'indépendance américaine et troisième président des États-Unis, était aussi un architecte de talent, auteur de bâtiments néoclassiques. Il a conçu Monticello (1769-1809), la résidence de sa plantation, ainsi que son « village académique » idéal (1817-1826), qui constitue toujours le cœur de l'université de Virginie. L'utilisation par Jefferson d'un vocabulaire architectural inspiré des antiquités classiques symbolise à la fois les aspirations de la nouvelle république américaine en tant qu'héritière des traditions européennes et l'expérimentation culturelle à laquelle on pouvait s'attendre à mesure que le pays parvenait à sa maturité.;Monticello et Université de Virginie à Charlottesville;États-Unis d'Amérique;0;2126
Cultural;(iii)(iv);;1982;0;https://whc.unesco.org/fr/list/198;198;https://whc.unesco.org/uploads/sites/site_198.jpg;us;;38.6586111100;"          
          ";-90.0613888900;Europe et Amérique du nord;0;;Le site des Cahokia Mounds, à environ 13 km au nord de Saint Louis, Missouri, représente le plus grand foyer de peuplement précolombien au nord du Mexique. Il a été occupé essentiellement pendant le mississippien (800-1400), période où il couvrait 1 600 ha et comptait quelque 120 tumulus. C'est un remarquable exemple de société complexe fondée sur la chefferie et comprenant beaucoup de tumulus satellites et de nombreux hameaux et villages excentrés. Cette société agricole pourrait avoir atteint une population de 10 000 à 20 000 habitants à son apogée entre 1050 et 1150. Parmi les lieux essentiels du site, il faut noter Monks Mound, le plus grand ouvrage préhistorique en terre des Amériques, qui couvre plus de 5 ha et fait 3 m de haut.;Site historique d'Etat des Cahokia Mounds;États-Unis d'Amérique;0;2191
Cultural;(vi);;1983;0;https://whc.unesco.org/fr/list/266;266;https://whc.unesco.org/uploads/sites/site_266.jpg;us;;18.4666666700;"          
          ";-66.1250000000;Europe et Amérique du nord;0;;Point stratégique de la mer des Caraïbes, la baie de San Juan s'est couverte du XVIe au XXe siècle d'ouvrages défensifs qui présentent un répertoire varié de l'architecture militaire européenne adaptée aux sites portuaires du continent américain.;La Fortaleza et le site historique national de San Juan à Porto Rico ;États-Unis d'Amérique;0;2192
Cultural;(ii);;2019;0;https://whc.unesco.org/fr/list/1496;1496;https://whc.unesco.org/uploads/sites/site_1496.jpg;us;;39.9055708333;;-79.4664755556;Europe et Amérique du nord;0;;Le bien regroupe huit édifices conçus par l’architecte aux États-Unis durant la première moitié du XXe siècle, parmi lesquels les créations bien connues comme la Maison sur la cascade (Mill Run, Pennsylvanie) et le musée Guggenheim (New York). Ces édifices témoignent de « l’architecture organique » élaborée par Wright, qui se caractérise notamment par un plan ouvert, un estompement des limites entre l’extérieur et l’intérieur, et l’emploi inédit de matériaux tels que l’acier et le béton. Chacun de ces bâtiments présente des solutions novatrices pour répondre aux besoins en matière de logement, de lieux de culte, de travail ou de loisirs. Les œuvres de Wright de cette période ont eu un impact important sur le développement de l’architecture moderne en Europe.;Les œuvres architecturales du XXe siècle de Frank Lloyd Wright;États-Unis d'Amérique;0;2322
Natural;(vii)(x);Y 1996;1978;0;https://whc.unesco.org/fr/list/9;9;https://whc.unesco.org/uploads/sites/site_9.jpg;et;;13.1833333333;;38.0666666667;Afrique;0;;Une érosion massive au cours des ans a formé sur le plateau éthiopien un des paysages les plus spectaculaires du monde, avec des pics, des vallées, et des précipices atteignant jusqu'à 1 500 m de profondeur. Le parc est le refuge d'animaux extrêmement rares, comme le babouin gelada, le renard du Simien ou Walia ibex, sorte de chèvre qu'on ne trouve nulle part ailleurs.;Parc national du Simien;Éthiopie;0;12
Cultural;(ii)(iii)(iv);;1980;0;https://whc.unesco.org/fr/list/10;10;https://whc.unesco.org/uploads/sites/site_10.jpg;et;;11.1000600000;"          
          ";40.5793900000;Afrique;0;;La vallée de l'Aouache contient un des plus importants ensembles de gisements paléontologiques du continent africain. Les vestiges découverts sur le site, dont les plus anciens ont au moins 4 millions d'années, fournissent une preuve de l'évolution humaine qui a modifié notre perception de l'histoire de l'humanité. La découverte la plus spectaculaire a été faite en 1974, lorsque cinquante-deux fragments de squelette ont permis de reconstituer la célèbre Lucy.;Basse vallée de l'Aouache;Éthiopie;0;13
Cultural;(i)(iv);;1980;0;https://whc.unesco.org/fr/list/12;12;https://whc.unesco.org/uploads/sites/site_12.jpg;et;;8.4349100000;"          
          ";38.6121000000;Afrique;0;;Sur quelque 160 sites archéologiques découverts jusqu'à présent dans la région du Soddo, au sud d'Addis-Abeba, celui de Tiya est l'un des plus importants. Il comprend 36 monuments, dont 32 stèles présentant une figuration sculptée faite d'épées et de symboles demeurés énigmatiques. Ces stèles témoignent d'une culture proto-historique d'Éthiopie que l'on n'a pas encore pu dater avec précision.;Tiya;Éthiopie;0;15
Cultural;(i)(iv);;1980;0;https://whc.unesco.org/fr/list/15;15;https://whc.unesco.org/uploads/sites/site_15.jpg;et;;14.1301900000;"          
          ";38.7186100000;Afrique;0;;Près de la frontière nord de l'Éthiopie, les ruines de la ville ancienne d'Axoum marquent l'emplacement du cœur de l'Éthiopie antique, lorsque le royaume d'Axoum était l'État le plus puissant entre l'Empire romain d'Orient et la Perse. Les ruines massives, qui datent du Ier au XIIIe siècle, comprennent des obélisques monolithiques, des stèles géantes, des tombes royales et les ruines de châteaux anciens. Longtemps après son déclin politique vers le Xe siècle, les empereurs d'Éthiopie vinrent se faire couronner dans cette ville.;Axoum;Éthiopie;0;18
Cultural;(iii)(iv);;1980;0;https://whc.unesco.org/fr/list/17;17;https://whc.unesco.org/uploads/sites/site_17.jpg;et;;4.8000000000;"          Région de Gému Gofa
          ";35.9666666700;Afrique;0;;Près du lac Turkana, la basse vallée de l'Omo est un site préhistorique de renommée mondiale, où ont été découverts de nombreux fossiles, notamment l'Homo gracilis, d'une importance essentielle pour l'étude de l'évolution humaine.;Basse vallée de l'Omo;Éthiopie;0;20
Cultural;(i)(ii)(iii);;1978;0;https://whc.unesco.org/fr/list/18;18;https://whc.unesco.org/uploads/sites/site_18.jpg;et;;12.0293500000;"          
          ";39.0404200000;Afrique;0;;Au cœur de l'Éthiopie, dans une région montagneuse, les onze églises monolithes médiévales de cette « nouvelle Jérusalem » du XIIIe siècle ont été creusées et taillées à même le roc près d'un village traditionnel aux maisons rondes. Lalibela est un haut lieu du christianisme éthiopien, lieu de pèlerinage et de dévotions.;Églises creusées dans le roc de Lalibela;Éthiopie;0;21
Cultural;(ii)(iii);;1979;0;https://whc.unesco.org/fr/list/19;19;https://whc.unesco.org/uploads/sites/site_19.jpg;et;;12.6069200000;"          
          ";37.4661700000;Afrique;0;;Résidence de l'empereur éthiopien Fasilidès et de ses successeurs aux XVIe et XVIIe siècles, la ville fortifiée de Fasil Ghebbi regroupe à l'intérieur d'une enceinte de 900 m palais, églises, monastères, bâtiments publics et privés d'un style très particulier, marqué d'influences indiennes et arabes, et métamorphosé par l'esthétique baroque transmise au Gondar par les missionnaires jésuites.;Fasil Ghebi;Éthiopie;0;22
Cultural;(ii)(iii)(iv)(v);;2006;0;https://whc.unesco.org/fr/list/1189;1189;https://whc.unesco.org/uploads/sites/site_1189.jpg;et;;9.3088888888;Régoin de Harari;42.1377777777;Afrique;0;;La ville fortifiée de Harar est située dans la partie orientale du pays, sur un plateau encerclé par le désert et la savane et entaillé par de profondes gorges. Les murs ceignant cette ville sacrée musulmane ont été construits entre le XIIIe et XVIe siècles. Harar Jugol, connue comme la quatrième ville la plus sainte de l’Islam, compte 82 mosquées, dont trois datent du Xe siècle, et 102 sanctuaires. Mais l’aspect le plus spectaculaire du patrimoine culturel réside dans la maison harari traditionnelle avec son exceptionnelle conception intérieure. L’impact des traditions africaines et islamiques sur le développement des types de constructions de la ville et de ses plans urbains constitue son caractère particulier et unique.;Harar Jugol, la ville historique fortifiée;Éthiopie;0;1452
Cultural;(iii)(v);;2011;0;https://whc.unesco.org/fr/list/1333;1333;https://whc.unesco.org/uploads/sites/site_1333.jpg;et;;5.3000000000;;37.4000000000;Afrique;0;;Le Paysage culturel du pays konso est un site aride avec des terrasses en pierre et des fortifications, situé sur les hauts plateaux d'Ethiopie. Il constitue un exemple spectaculaire d'une tradition culturelle vivante remontant à vingt-et-une générations (plus de 400 ans) et adaptée à un environnement sec et hostile. Le paysage témoigne du partage des valeurs, de la cohésion sociale et des connaissances en ingénierie de ses communautés. Le site présente également des statues de bois anthropomorphiques, disposées en groupe pour représenter les membres respectés de leurs communautés et les événements héroïques de leurs vies. Elles sont un témoignage exceptionnel et vivant de traditions funéraires sur le point de disparaître. Les stèles de pierre présentes dans les villes expriment un système complexe marquant la disparition de générations de chefs.;Paysage culturel du pays konso;Éthiopie;0;1846
Cultural;(i)(iv)(v);;1990;0;https://whc.unesco.org/fr/list/544;544;https://whc.unesco.org/uploads/sites/site_544.jpg;ru;;62.0713888900;;35.2275000000;Europe et Amérique du nord;0;;Le « pogost » de Kizhi, c'est-à-dire l'enclos paroissial de Kizhi, (l'une des nombreuses îles du lac Onega, en Carélie) abrite deux églises en bois du XVIIIe siècle et un clocher octogonal, également en bois, assemblé en 1862. Ces étonnantes constructions, où la science des charpentiers débouche sur les hardiesses d'une architecture visionnaire, perpétuent un modèle très ancien d'organisation de l'espace paroissial et s'harmonisent totalement avec le paysage environnant.;Kizhi Pogost;Fédération de Russie;0;639
Cultural;(i)(ii)(iv)(vi);;1990;0;https://whc.unesco.org/fr/list/545;545;https://whc.unesco.org/uploads/sites/site_545.jpg;ru;;55.7458300000;;37.6297200000;Europe et Amérique du nord;0;;Indissolublement lié à tous les événements historiques et politiques les plus importants survenus en Russie depuis le XIIIe siècle, le Kremlin a été construit entre le XIVe et le XVIIe siècle par des architectes russes et étrangers exceptionnels. C'était la résidence du grand-prince ainsi qu'un centre religieux. Au pied de ses remparts, sur la place Rouge, s'élève la basilique Basile-le-Bienheureux, l'un des plus beaux monuments de l'art orthodoxe.;Le Kremlin et la place Rouge, Moscou;Fédération de Russie;0;640
Cultural;(ii)(iv)(vi);;1992;0;https://whc.unesco.org/fr/list/604;604;https://whc.unesco.org/uploads/sites/site_604.jpg;ru;;58.5333300000;;31.2833300000;Europe et Amérique du nord;0;;Située sur l'ancienne route commerciale entre l'Asie centrale et l'Europe du Nord, Novgorod était la première capitale de la Russie au IXe siècle. Entourée d'églises et de monastères, elle devint un foyer de spiritualité orthodoxe ainsi qu'un centre de l'architecture russe. Ses monuments médiévaux et les fresques du XIVe siècle de Théophane le Grec (professeur d'Andreï Roublev), illustrent le développement de cette architecture et de cette créativité culturelle remarquables.;Monuments historiques de Novgorod et de ses environs;Fédération de Russie;0;716
Cultural;(iv);;1992;0;https://whc.unesco.org/fr/list/632;632;https://whc.unesco.org/uploads/sites/site_632.jpg;ru;;65.0833333300;;35.6666666700;Europe et Amérique du nord;0;;D'une superficie totale de environ 300 km2 , les six îles de l'archipel Solovetsky se trouvent dans la partie occidentale de la mer Blanche. Elles furent peuplées dès le Ve millénaire av. J.-C. et conservent d'importants vestiges d'une occupation humaine remontant au IIIe millénaire. À partir du XVe siècle, l'archipel a connu une activité monastique intense et il conserve plusieurs églises construites entre le XVIe et le XIXe siècle.;Ensemble culturel et historique des îles Solovetsky;Fédération de Russie;0;750
Cultural;(i)(ii)(iv);;1992;0;https://whc.unesco.org/fr/list/633;633;https://whc.unesco.org/uploads/sites/site_633.jpg;ru;;56.1500000000;;40.4166666700;Europe et Amérique du nord;0;;Villes d'art de la Russie centrale, Vladimir et Souzdal, avec leurs nombreux et magnifiques édifices civils et religieux des XIIe et XIIIe siècles – notamment les chefs-d'œuvre que sont la collégiale Saint-Demetrios et la cathédrale de l'Assomption –, occupent une place prestigieuse dans l'histoire de l'architecture russe.;Monuments de Vladimir et de Souzdal;Fédération de Russie;0;752
Cultural;(ii);;1994;0;https://whc.unesco.org/fr/list/634;634;https://whc.unesco.org/uploads/sites/site_634.jpg;ru;;55.6555600000;;37.6738900000;Europe et Amérique du nord;1;;L'église de l'Ascension a été construite en 1532 dans le domaine impérial de Kolomenskoye, à proximité de Moscou, pour célébrer la naissance de celui qui devait devenir Ivan IV le Terrible. C'est l'un des premiers exemples d'églises traditionnelles à toits en pavillon sur une structure de pierre et de brique et elle a eu une grande influence sur le développement de l'architecture religieuse russe.;Église de l'Ascension à Kolomenskoye;Fédération de Russie;0;754
Cultural;(ii)(iv);;1993;0;https://whc.unesco.org/fr/list/657;657;https://whc.unesco.org/uploads/sites/site_657.jpg;ru;;56.3103500000;;38.1312000000;Europe et Amérique du nord;0;;Ce site est un exemple exceptionnel d'un ensemble monastique orthodoxe complet en activité, avec une fonction militaire caractéristique de sa période de développement du XVe au XVIIIe siècle. La principale église de la laure, la cathédrale de l'Assomption, qui rappelle la cathédrale du même nom au Kremlin, contient la tombe de Boris Godounov. Parmi les trésors de la laure figure la célèbre icône de la Trinité d'Andreï Roublev.;Ensemble architectural de la laure de la Trinité-Saint-Serge à Serguiev Posad;Fédération de Russie;0;778
Natural;(vii)(ix);;1995;0;https://whc.unesco.org/fr/list/719;719;https://whc.unesco.org/uploads/sites/site_719.jpg;ru;;63.6258333333;;58.9525000000;Europe et Amérique du nord;0;;Les forêts vierges de Komi couvrent 3,28 millions d'hectares de toundra et de toundra alpine dans l'Oural, ainsi qu'une des zones les plus vastes de forêts boréales encore vierges en Europe. Ces immenses étendues de conifères, trembles, bouleaux, tourbières, rivières et lacs sauvages, surveillées et étudiées depuis plus de cinquante ans, sont les précieux témoins des processus naturels composant la biodiversité de la taïga.;Forêts vierges de Komi;Fédération de Russie;0;850
Natural;(vii)(viii)(ix)(x);;1996;0;https://whc.unesco.org/fr/list/754;754;https://whc.unesco.org/uploads/sites/site_754.jpg;ru;Situé au sud-est de la Sibérie, le lac Baïkal, d'une superficie de 3,15 millions d'hectares, est le plus ancien (25 millions d'années) et le plus profond (1 700 m) lac du monde. Il contient 20 % des eaux douces non gelées de la planète. Son ancienneté et son isolement ont produit une des faunes d'eau douce les plus riches et originales de la planète, qui présente une valeur exceptionnelle pour la science de l'évolution, ce qui lui vaut le surnom de « Galápagos de la Russie ».;53.1736111100;;107.6625000000;Europe et Amérique du nord;0;;Situé au sud-est de la Sibérie, le lac Baïkal, d'une superficie de 3,15 millions d'hectares, est le plus ancien (25 millions d'années) et le plus profond (1 700 m) lac du monde. Il contient 20 % des eaux douces non gelées de la planète. Son ancienneté et son isolement ont produit une des faunes d'eau douce les plus riches et originales de la planète, qui présente une valeur exceptionnelle pour la science de l'évolution, ce qui lui vaut le surnom de « Galápagos de la Russie ».;Lac Baïkal;Fédération de Russie;0;889
Natural;(vii)(viii)(ix)(x);;1996;1;https://whc.unesco.org/fr/list/765;765;https://whc.unesco.org/uploads/sites/site_765.jpg;ru;C'est l'une des régions volcaniques les plus exceptionnelles du monde, avec une forte densité de volcans actifs et une grande variété de types et de caractéristiques volcaniques associés. Les six sites aujourd'hui inclus regroupent la plupart des caractéristiques volcaniques de la péninsule du Kamchatka. L'interaction du volcanisme avec les glaciers actifs forme un paysage dynamique d'une grande beauté. Le site abrite de très nombreuses espèces, dont la plus grande diversité connue de salmonidés, et des concentrations remarquables de loutres de mer, d'ours bruns et d'aigles marins de Stellar.;56.3333333300;;158.5000000000;Europe et Amérique du nord;0;2001;C'est l'une des régions volcaniques les plus exceptionnelles du monde, avec une forte densité de volcans actifs et une grande variété de types et de caractéristiques volcaniques associés. Les six sites aujourd'hui inclus regroupent la plupart des caractéristiques volcaniques de la péninsule du Kamchatka. L'interaction du volcanisme avec les glaciers actifs forme un paysage dynamique d'une grande beauté. Le site abrite de très nombreuses espèces, dont la plus grande diversité connue de salmonidés, et des concentrations remarquables de loutres de mer, d'ours bruns et d'aigles marins de Stellar.;Volcans du Kamchatka;Fédération de Russie;0;902
Natural;(x);;1998;0;https://whc.unesco.org/fr/list/768;768;https://whc.unesco.org/uploads/sites/site_768.jpg;ru;L'Altaï, dans le sud de la Sibérie, est la principale chaîne de montagnes de la région biogéographique de Sibérie occidentale où prennent naissance les principaux cours d'eau de cette région – l'Ob et l'Irtych. Le site comprend trois aires distinctes : le Zapovednik Altaisky et une zone tampon autour du lac Teletskoïe, le Zapovednik Katunsky et une zone tampon autour du mont Belukha et la Zone de silence d'Ukok sur le plateau d'Ukok. Le site couvre au total 1 611 457 ha. Cette région représente la séquence la plus complète de zones végétales d'altitude en Sibérie centrale : steppe, forêt-steppe, forêt mixte, végétation subalpine et végétation alpine. Le site est aussi un habitat important pour des espèces animales menacées, notamment le léopard des neiges.;50.4666666700;;86.0000000000;Europe et Amérique du nord;0;;L'Altaï, dans le sud de la Sibérie, est la principale chaîne de montagnes de la région biogéographique de Sibérie occidentale où prennent naissance les principaux cours d'eau de cette région – l'Ob et l'Irtych. Le site comprend trois aires distinctes : le Zapovednik Altaisky et une zone tampon autour du lac Teletskoïe, le Zapovednik Katunsky et une zone tampon autour du mont Belukha et la Zone de silence d'Ukok sur le plateau d'Ukok. Le site couvre au total 1 611 457 ha. Cette région représente la séquence la plus complète de zones végétales d'altitude en Sibérie centrale : steppe, forêt-steppe, forêt mixte, végétation subalpine et végétation alpine. Le site est aussi un habitat important pour des espèces animales menacées, notamment le léopard des neiges.;Montagnes dorées de l'Altaï;Fédération de Russie;0;907
Natural;(ix)(x);;1999;0;https://whc.unesco.org/fr/list/900;900;https://whc.unesco.org/uploads/sites/site_900.jpg;ru;Situé à une distance de 50 km au nord-est de la mer Noire et couvrant plus de 275 000 ha, le site du Caucase de l'Ouest est l'une des rares grandes régions de montagne d'Europe qui n'ait pas subi d'importants impacts humains. Ses pâturages subalpins et alpins n'ont été utilisés que par des animaux sauvages, et ses vastes étendues de forêts de montagne non perturbées qui vont des basses terres à la zone subalpine sont uniques en Europe. Le site contient une grande diversité d'écosystèmes avec une flore et une faune endémiques importantes. Il est également le lieu d'origine et de réintroduction de la sous-espèce de montagne du bison d'Europe.;44.0000000000;;40.0000000000;Europe et Amérique du nord;0;;Situé à une distance de 50 km au nord-est de la mer Noire et couvrant plus de 275 000 ha, le site du Caucase de l'Ouest est l'une des rares grandes régions de montagne d'Europe qui n'ait pas subi d'importants impacts humains. Ses pâturages subalpins et alpins n'ont été utilisés que par des animaux sauvages, et ses vastes étendues de forêts de montagne non perturbées qui vont des basses terres à la zone subalpine sont uniques en Europe. Le site contient une grande diversité d'écosystèmes avec une flore et une faune endémiques importantes. Il est également le lieu d'origine et de réintroduction de la sous-espèce de montagne du bison d'Europe.;Caucase de l'Ouest;Fédération de Russie;0;1052
